gvkey,datadate,fyear,tic,cusip,conm,at,lt,seq,ceq,txditc,pstkrv,pstkl,pstk,sale,revt,cogs,xsga,xrd,capx,oancf,ib,dp
164633,2020-12-31,2020,HOMB,436893200,HOME BANCSHARES INC,16398.804,13793.046,2605.758,2605.758,,0.0,0.0,0.0,787.748,787.748,205.671,202.362,,11.547,291.728,214.448,20.082
164640,2020-12-31,2020,VNQ,922908553,VANGUARD REAL ESTATE ETF,,,,,,,,,,,,,,,,,
164647,2020-12-31,2020,PEBC,70978T107,PEOPLES BANCORP INC/MD,305.199,274.964,30.235,30.235,,0.0,0.0,0.0,14.166,14.166,0.533,7.965,,0.292,2.59,2.189,0.681
164652,2020-12-31,2020,BKD,112463104,BROOKDALE SENIOR LIVING INC,6901.758,6099.029,800.434,800.434,9.557,0.0,0.0,0.0,3424.446,3424.446,2722.367,193.198,0.0,185.871,205.649,82.019,359.226
164660,2020-12-31,2020,CCO,18453H106,CLEAR CHANNEL OUTDOOR HLDGS,5755.273,8537.875,-2793.457,-2793.457,356.269,0.0,0.0,0.0,1854.608,1854.608,1204.408,559.065,,120.37,-137.808,-582.739,269.421
164684,2020-12-31,2020,BDJ,09251A104,BLACKROCK ENHNCD EQTY DIV TR,,,,,,,,,,,,,,,,,
164688,2020-11-30,2020,MGU,55608D101,MACQUARIE GLBL INFRA TTL RTN,,,,,,,,,,,,,,,,,
164689,2020-12-31,2020,GPM,40167B100,GUGGENHEIM ENHANCED EQY INCM,,,,,,,,,,,,,,,,,
164702,2020-06-30,2020,HOLI,G45667105,HOLLYSYS AUTOMATION TECHNOLO,1360.835,371.949,984.483,984.483,13.94,0.0,0.0,0.0,503.327,503.327,303.592,85.373,41.876,8.098,175.124,79.396,9.167
164708,2020-12-31,2020,AMP,03076C106,AMERIPRISE FINANCIAL INC,165883.0,160016.0,5867.0,5867.0,,0.0,0.0,0.0,11977.0,11977.0,6661.0,3116.0,,147.0,4623.0,1534.0,184.0
164720,2020-05-31,2019,CYDY,23283M101,CYTODYN INC,50.514,52.994,-2.48,-2.48,0.0,1.442,1.442,0.0,0.0,0.0,0.0,72.612,52.64,0.041,-68.804,-124.403,2.034
164724,2020-12-31,2020,MNSB,56064Y100,MAINSTREET BANCSHARES INC,1643.165,1475.5,167.665,140.402,,27.263,28.75,27.263,69.523,69.523,19.705,21.335,,1.282,17.016,15.717,
164746,2020-04-30,2019,CPAH,22228P302,COUNTERPATH CORP,13.656,11.612,2.044,2.044,0.0,0.0,0.0,0.0,12.101,12.101,2.125,10.704,4.4,0.121,-0.31,-1.097,0.073
164755,2020-12-31,2020,CROX,227046109,CROCS INC,1118.723,828.09,290.633,290.633,0.0,0.0,0.0,0.0,1385.951,1385.951,625.711,496.461,10.2,42.033,266.902,312.861,27.619
164934,2020-12-31,2020,LFGP,523338101,LEDYARD FINANCIAL GROUP INC,684.707,617.823,66.884,66.884,,0.0,0.0,0.0,33.409,33.409,4.278,18.629,,2.647,9.958,6.729,2.227
165051,2020-12-31,2020,SPWRQ,867652406,SUNPOWER CORP,1646.482,1239.996,404.167,404.167,13.468,0.0,0.0,0.0,1124.829,1124.829,938.337,185.044,22.381,21.105,-187.391,599.355,16.108
165052,2020-12-31,2020,UAA,904311107,UNDER ARMOUR INC,5030.628,3354.635,1675.993,1675.993,2.739,0.0,0.0,0.0,4474.667,4474.667,2147.796,2172.934,,92.291,212.864,-549.177,161.4
165075,2020-12-31,2020,GASS,Y81669106,STEALTHGAS INC,944.006,379.409,564.597,564.597,0.0,0.0,0.0,0.0,145.003,145.003,71.315,7.9,,48.121,52.113,11.984,37.455
165123,2020-12-31,2020,LDOS,525327102,LEIDOS HOLDINGS INC,12511.0,8640.0,3862.0,3862.0,234.0,0.0,0.0,0.0,12297.0,12297.0,10278.0,703.0,73.0,183.0,1334.0,628.0,282.0
165136,2020-04-30,2019,PID,46137V548,INVESCO INTL DIV ACHIEVR ETF,,,,,,,,,,,,,,,,,
165138,2020-04-30,2019,PFM,46137V506,INVESCO DIVIDEND ACHIVRS ETF,,,,,,,,,,,,,,,,,
165141,2020-05-31,2019,HANNF,410584106,HANNAN METALS,6.45,0.469,5.981,5.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,,0.457,-0.635,-1.164,0.0
165209,2020-12-31,2020,CRNG,21870U874,CORENERGY INFRASTRUCTURE TR,284.953,135.553,149.4,24.13,0.0,125.27,125.27,125.27,41.456,41.456,162.388,12.232,,2.186,10.383,-306.067,3.862
165215,2020-12-31,2020,TCRT,98973P309,ALAUNOS THERAPEUTICS INC,146.345,22.363,123.982,123.982,0.0,0.0,0.0,0.0,0.0,0.0,79.233,,52.696,9.778,-57.013,-79.976,1.128
165225,2020-12-31,2020,ETW,27829C105,EATON VANCE TX-MGD GLBL B-W,,,,,,,,,,,,,,,,,
165233,2020-12-31,2020,VPU,92204A876,VANGUARD UTILITIES ETF,,,,,,,,,,,,,,,,,
165234,2020-08-31,2020,VDE,92204A306,VANGUARD ENERGY ETF,,,,,,,,,,,,,,,,,
165235,2020-08-31,2020,VIS,92204A603,VANGUARD INDUSTRIALS ETF,,,,,,,,,,,,,,,,,
165236,2020-08-31,2020,VOX,92204A884,VANGUARD COMMUNICATION SERVI,,,,,,,,,,,,,,,,,
165237,2020-10-31,2020,VGK,922042874,VANGUARD FTSE EUROPE ETF,,,,,,,,,,,,,,,,,
165238,2020-12-31,2020,VDC,92204A207,VANGUARD CONSUMER STAPLS ETF,,,,,,,,,,,,,,,,,
165239,2020-12-31,2020,VFH,92204A405,VANGUARD FINANCIALS ETF,,,,,,,,,,,,,,,,,
165240,2020-12-31,2020,VHT,92204A504,VANGUARD HEALTH CARE ETF,,,,,,,,,,,,,,,,,
165241,2020-12-31,2020,VGT,92204A702,VANGUARD INFORMTION TECH ETF,,,,,,,,,,,,,,,,,
165242,2020-12-31,2020,VAW,92204A801,VANGUARD MATERIALS ETF,,,,,,,,,,,,,,,,,
165255,2020-12-31,2020,FDM,33718M105,FIRST TR DJS MICROCAP INDEX,,,,,,,,,,,,,,,,,
165256,2020-12-31,2020,MSIXF,53227W105,LIFEWORKS INC,1514.506,857.799,656.707,656.707,116.254,0.0,0.0,0.0,979.162,979.162,789.374,,,22.91,153.925,55.924,105.877
165262,2020-12-31,2020,DHT,Y2065G121,DHT HOLDINGS INC,1621.989,513.049,1108.921,1108.921,0.0,0.0,0.0,0.0,691.039,691.039,222.752,17.89,,27.552,529.87,266.266,124.245
165264,2020-12-31,2020,FNF,31620R303,FIDELITY NATIONAL FINANCIAL,50455.0,42063.0,8351.0,8351.0,300.0,0.0,0.0,0.0,10778.0,10778.0,8530.0,,,110.0,1578.0,1452.0,306.0
165266,2020-12-31,2020,PMN,74346M505,PROMIS NEUROSCIENCES INC,1.385,2.401,-1.016,-1.016,0.0,0.0,0.0,0.0,0.002,0.002,5.648,,3.183,0.109,-4.355,-5.662,0.016
165284,2020-12-31,2020,FBIZ,319390100,FIRST BUSINESS FINL SRV INC,2567.837,2361.675,206.162,206.162,,0.0,0.0,0.0,121.119,121.119,33.916,49.301,,0.264,26.635,16.978,
165286,2020-12-31,2020,APCX,03834B309,APPTECH PAYMENTS CORP,,,,,,,,,,,,,,,,,
165308,2020-12-31,2020,FFMGF,320890106,FIRST MINING GOLD CORP,301.213,57.66,243.553,243.553,0.0,0.0,0.0,0.0,0.0,0.0,24.87,5.659,,17.901,-4.222,-32.815,0.305
165344,2020-12-31,2020,SPGUF,29270B206,ENERGY INCOME FUND,6.619,0.176,6.443,6.443,0.0,0.0,0.0,0.0,0.276,0.276,0.351,,,0.0,1.338,0.061,0.0
165407,2020-12-31,2020,DKLRF,243573102,DECKLAR RESOURCES INC,5.961,1.945,4.016,4.016,0.0,0.0,0.0,0.0,0.0,0.0,3.347,1.295,,1.831,-0.341,-4.857,0.0
165427,2020-12-31,2020,PUI,46137V795,INVESCO DORSEY WRI UT MO ETF,,,,,,,,,,,,,,,,,
165429,2020-12-31,2020,PXJ,46137Y872,INVESCO OIL & GAS SRVCS ETF,,,,,,,,,,,,,,,,,
165432,2020-12-31,2020,PXE,46137V761,INVESCO ENERGY EXP & PRD ETF,,,,,,,,,,,,,,,,,
165433,2020-12-31,2020,PKB,46137V779,INVESCO BUILDING & CONST ETF,,,,,,,,,,,,,,,,,
165434,2020-12-31,2020,PPA,46137V100,INVS AEROSPACE & DEFENSE ETF,,,,,,,,,,,,,,,,,
165436,2020-10-31,2020,CGO,128118106,CALAMOS GLOBAL TOTAL RETURN,,,,,,,,,,,,,,,,,
165437,2020-12-31,2020,EGF,09255K108,BLACKROCK ENHNCD GOVT FD INC,,,,,,,,,,,,,,,,,
165439,2020-02-29,2019,IGA,92912R104,VOYA GLOBAL ADV AND PREM OPP,,,,,,,,,,,,,,,,,
165454,2020-12-31,2020,HPI.,42982X101,HIGHBURY PROJECTS INC,0.129,0.017,0.112,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.066,,0.048,-0.076,-0.114,0.0
165465,2020-09-30,2020,MGYR,55977T208,MAGYAR BANCORP INC,753.997,697.147,56.85,56.85,,0.0,0.0,0.0,28.643,28.643,7.179,13.278,,0.147,0.814,2.19,0.854
165466,2020-12-31,2020,DCP,23311P100,DCP MIDSTREAM LP,12957.0,7096.0,5834.0,5083.0,30.0,751.0,751.0,751.0,6146.0,6146.0,5341.0,253.0,,160.0,1099.0,-306.0,385.0
165468,2020-12-31,2020,HGYN,43859A109,HONG YUAN HOLDING GROUP,,,,,,,,,,,,,,,,,
165489,2020-12-31,2020,CTXXF,15120R103,CEMATRIX CORP,28.838,28.159,0.679,0.679,2.109,0.0,0.0,0.0,26.564,26.564,19.065,6.667,,0.122,1.661,-9.776,2.649
165510,2020-09-30,2020,SEED,G67828205,ORIGIN AGRITECH LTD,37.535,50.12,-11.367,-11.367,0.0,0.0,0.0,0.0,7.733,7.733,5.69,9.867,0.606,0.0,-0.827,-12.556,1.526
165513,2020-06-30,2020,EQFN,29448T105,EQUITABLE FINANCIAL CORP,395.356,358.096,37.26,37.26,,0.0,0.0,0.0,21.423,21.423,5.166,8.287,,1.186,2.863,2.63,0.731
165535,2020-12-31,2020,ISVLF,45257A102,IMPACT SILVER CORP,64.832,6.143,58.689,58.689,2.713,0.0,0.0,0.0,15.578,15.578,10.899,1.958,,1.779,2.467,2.301,1.491
165551,2020-06-30,2020,VNWTF,92241Y101,VECIMA NETWORKS INC,210.298,30.536,179.762,179.762,0.536,0.0,0.0,0.0,96.416,96.416,42.405,38.092,22.378,2.133,9.833,1.806,16.175
165554,2020-12-31,2020,YGRAF,98474P501,YANGARRA RESOURCES LTD,609.989,297.729,312.26,312.26,54.581,0.0,0.0,0.0,81.14,81.14,25.555,3.76,,51.519,43.872,4.847,30.613
165557,2020-03-31,2019,BGICF,09088U109,BIRKS GROUP INC,148.615,146.209,2.406,2.406,0.0,0.0,0.0,0.0,119.526,119.526,74.038,46.469,0.0,4.114,-3.076,-8.626,3.418
165561,2020-07-31,2020,URCFF,921413209,VANADIAN ENERGY CORP,0.651,0.947,-0.296,-0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,,0.139,-0.072,-0.206,0.0
165563,2020-12-31,2020,BPTH,09057N409,BIO-PATH HOLDINGS INC,16.475,1.405,15.07,15.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.836,6.578,0.0,-10.96,-10.882,0.072
165565,2020-06-30,2020,SDY,78464A763,STATE STREET SPDR S&P DI ETF,,,,,,,,,,,,,,,,,
165566,2020-06-30,2020,KCE,78464A771,STATE STREET SPDR S&P CA ETF,,,,,,,,,,,,,,,,,
165567,2020-12-31,2020,KIE,78464A789,STATE STREET SPDR S&P IN ETF,,,,,,,,,,,,,,,,,
165568,2020-06-30,2020,KBE,78464A797,STATE STREET SPDR S&P BA ETF,,,,,,,,,,,,,,,,,
165569,2020-06-30,2020,SLY,78464A813,SPDR S&P 600 SMALL CAP ETF,,,,,,,,,,,,,,,,,
165570,2020-06-30,2020,MDYG,78464A821,STATE STREET SPDR S&P 400 MD,,,,,,,,,,,,,,,,,
165571,2020-06-30,2020,MDYV,78464A839,STATE STREET SPDR S&P 400 TM,,,,,,,,,,,,,,,,,
165572,2020-06-30,2020,SPMD,78464A847,STATE STREET SPDR SP 400 MID,,,,,,,,,,,,,,,,,
165574,2020-06-30,2020,SPYM,78464A854,STATE STREET SPDR PR S&P ETF,,,,,,,,,,,,,,,,,
165578,2020-12-31,2020,SBC.,11221E109,BROMPTON SPLIT BANC CORP,282.182,3.216,278.966,143.8,0.0,135.166,135.166,135.166,11.326,11.326,3.061,,,0.0,-83.417,8.055,0.0
165606,2020-12-31,2020,SPXX,6706EW100,NUVEEN S&P 500 DYN OVERWRITE,,,,,,,,,,,,,,,,,
165630,2020-12-31,2020,SSBI,866264203,SUMMIT STATE BANK,865.854,790.225,75.629,75.629,,0.0,0.0,0.0,40.873,40.873,8.264,12.353,,0.126,3.718,10.517,0.433
165637,2020-12-31,2020,URG,91688R108,UR ENERGY INC,81.83,47.734,34.096,34.096,0.0,0.0,0.0,0.0,8.316,8.316,8.705,8.113,,0.043,-8.443,-14.785,4.839
165638,2020-12-31,2020,GLVMF,381237106,GOLDEN VY MINES & RYLTS LTD,67.459,10.352,27.656,27.656,2.693,0.0,0.0,0.0,0.687,0.687,0.0,3.763,,0.289,1.351,5.006,0.001
165648,2020-06-30,2020,OFSTF,14116K404,CARBON STREAMING CORP,0.313,0.132,0.181,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,,0.0,-0.208,-0.109,0.0
165649,2020-12-31,2020,ET,29273V100,ENERGY TRANSFER LP,95144.0,62994.0,18529.0,18529.0,3428.0,0.0,0.0,0.0,38653.0,38653.0,28404.0,699.0,,5130.0,7361.0,-648.0,3678.0
165672,2020-12-31,2020,MISVF,60254C100,MINCO SILVER CORP,47.15,1.385,47.018,47.018,0.064,0.0,0.0,0.0,0.0,0.0,0.0,2.783,,0.415,-2.117,-1.13,0.195
165676,2020-12-31,2020,BRWXF,117088104,BRUNSWICK EXPLORATION INC,,,,,,,,,,,,,,,,,
165678,2020-12-31,2020,CPA,P31076105,COPA HOLDINGS SA,3853.384,2569.826,1283.558,1283.558,22.19,0.0,0.0,0.0,813.344,813.344,759.501,,,44.065,5.277,-607.062,259.336
165687,2020-12-31,2020,SPHQ,46137V241,INVESCO S&P 500 QUALITY ETF,,,,,,,,,,,,,,,,,
165688,2020-12-31,2020,PHO,46137V142,INVESCO WATER RESOURCES ETF,,,,,,,,,,,,,,,,,
165724,2020-10-31,2020,FXE,46138K103,INVS CURRSHS EURO TR,,,,,,,,,,,,,,,,,
165728,2020-12-31,2020,EVKG,299766204,EVER-GLORY INTL GROUP INC,331.726,197.277,134.449,134.449,0.0,0.0,0.0,0.0,267.354,267.354,170.85,87.07,1.1,6.354,40.456,3.28,5.291
165743,2020-12-31,2020,SBLK,Y8162K204,STAR BULK CARRIERS CORP,3191.793,1642.266,1549.527,1549.527,0.0,0.0,0.0,0.0,693.241,693.241,449.08,32.254,,72.059,170.552,9.66,142.293
165746,2020-12-31,2020,LYV,538034109,LIVE NATION ENTERTAINMENT,10589.303,10450.606,-471.772,-471.772,170.759,0.0,0.0,0.0,1861.178,1861.178,1402.4,1626.442,,213.746,-1083.388,-1723.355,461.425
165750,2020-03-31,2019,MODD,60785L306,MODULAR MEDICAL INC,,,,,,,,,,,,,,,,,
165773,2020-12-31,2020,WPGCF,95538Q103,WEST POINT GOLD CORP,2.584,0.136,2.448,2.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.814,,0.659,-0.708,-0.834,0.0
165775,2020-04-30,2019,PRF,46137V613,INVESCO RAFI US 1000 ETF,,,,,,,,,,,,,,,,,
165798,2020-07-31,2020,UEC,916896103,URANIUM ENERGY CORP,91.39,26.973,64.417,64.417,0.545,0.0,0.0,0.0,0.0,0.0,0.0,14.024,0.0,0.164,-12.871,-14.611,0.31
165827,2020-12-31,2020,PBKOF,73150R105,POLLARD BANKNOTE LTD,404.567,262.184,142.383,142.383,10.69,0.0,0.0,0.0,414.134,414.134,292.408,52.755,,12.957,59.651,33.288,30.681
165829,2020-12-31,2020,LQSIF,01374C109,ALCANNA INC,487.316,357.601,129.592,129.592,0.0,0.0,0.0,0.0,680.291,680.291,522.234,107.661,0.0,13.405,46.515,9.838,29.03
165846,2020-12-31,2020,CLMT,131428104,CALUMET INC,1808.3,1936.9,-128.6,-128.6,0.0,0.0,0.0,0.0,2268.2,2268.2,1949.0,264.8,,44.0,62.8,-149.0,105.4
165856,2020-12-31,2020,HEES,404030108,H&E EQUIPMENT SERVICES INC,1980.484,1742.251,238.233,238.233,171.01,0.0,0.0,0.0,1169.12,1169.12,532.692,255.756,,135.027,286.016,-32.667,267.317
165913,2020-12-31,2020,ESEA,Y23592135,EUROSEAS LTD,110.583,75.228,35.355,27.335,0.0,8.02,8.02,8.02,55.681,55.681,36.468,8.335,,0.647,2.409,4.041,6.606
165914,2020-12-31,2020,CMG,169656105,CHIPOTLE MEXICAN GRILL INC,5982.896,3962.761,2020.135,2020.135,149.422,0.0,0.0,0.0,5984.634,5984.634,4948.984,433.472,0.0,373.352,663.847,355.766,238.534
165923,2020-12-31,2020,PERI,M78673114,PERION NETWORK LTD,358.681,174.559,184.122,184.122,0.0,0.0,0.0,0.0,328.063,328.063,22.477,283.788,30.88,0.459,22.159,10.225,9.923
165927,2020-12-31,2020,TX,880890108,TERNIUM S A,12856.235,4413.082,7286.115,7286.115,346.485,0.0,0.0,0.0,8735.435,8735.435,6558.016,673.738,8.3,560.013,1761.246,778.468,631.051
165934,2020-12-31,2020,CRXM,876767104,TAXUS CARDIUM PHARMACEUTICLS,0.567,5.135,-3.875,-3.875,0.0,0.498,0.498,0.0,0.0,0.0,0.0,1.261,0.218,0.003,-1.133,-0.518,0.002
165948,2020-12-31,2020,CHRRF,17040T888,CHORUS AVIATION INC,3337.686,2696.343,641.343,641.343,209.815,0.0,0.0,0.0,948.721,948.721,614.702,115.572,,406.137,156.638,41.486,156.157
165968,2020-12-31,2020,SUNWQ,86803X204,SUNWORKS INC,52.345,18.288,34.057,34.057,0.0,0.0,0.0,0.0,37.913,37.913,32.645,14.007,,0.027,-4.337,-15.939,0.337
165981,2020-12-31,2020,ACAZF,004272100,ACADIAN TIMBER CORP,513.398,220.157,293.241,293.241,105.493,0.0,0.0,0.0,91.031,91.031,61.931,7.991,,0.351,20.617,22.08,0.28
165993,2020-12-31,2020,FIS,31620M106,FIDELITY NATIONAL INFO SVCS,83842.0,34355.0,49300.0,49300.0,4017.0,0.0,0.0,0.0,12552.0,12552.0,4859.0,2694.0,,263.0,4442.0,158.0,3489.0
166009,2020-12-31,2020,DBC,46138B103,INVS DB COMDTY IDX TRACKING,,,,,,,,,,,,,,,,,
166015,2020-06-30,2020,XBI,78464A870,STATE STREET SPDR S&P BI ETF,,,,,,,,,,,,,,,,,
166016,2020-06-30,2020,XHB,78464A888,STATE STREET SPD S&P HOM ETF,,,,,,,,,,,,,,,,,
166017,2020-06-30,2020,XSD,78464A862,STATE STREET SPDR S&P SE ETF,,,,,,,,,,,,,,,,,
166052,2020-12-31,2020,CRSWF.1,227696200,CROSSWINDS HOLDINGS INC,0.112,0.079,0.033,0.033,0.0,0.0,0.0,0.0,0.002,0.002,0.245,,,0.0,-0.191,-0.242,0.0
166087,2020-12-31,2020,AIRI,00912N403,AIR INDUSTRIES GROUP INC,57.777,42.668,15.109,15.109,0.0,0.0,0.0,0.0,50.097,50.097,41.015,7.951,,3.797,-1.525,1.326,2.57
166197,2020-12-31,2020,LSBK,510704109,LAKE SHORE BANCORP INC,686.2,600.276,85.924,85.924,,0.0,0.0,0.0,27.328,27.328,6.029,11.204,,0.399,5.603,4.558,0.84
166213,2020-09-30,2020,LQDT,53635B107,LIQUIDITY SERVICES INC,196.634,84.819,111.815,111.815,1.494,0.0,0.0,0.0,205.94,205.94,138.174,64.795,,4.186,16.478,-3.774,6.29
166218,2020-06-30,2020,NEWP,64782A107,NEW PACIFIC METALS CORP,178.816,2.043,176.822,176.822,0.0,0.0,0.0,0.0,0.0,0.0,-11.715,6.172,,14.323,-3.928,7.932,0.016
166226,2020-12-31,2020,ITMSF,458977402,INTERMAP TECHNOLOGIES CORP,7.644,6.158,1.486,1.486,0.0,0.0,0.0,0.0,4.72,4.72,8.432,,,0.192,-2.048,26.532,1.493
166230,2020-12-31,2020,KRA,50077C106,KRATON CORP,2460.957,1811.955,604.363,604.363,125.559,0.0,0.0,0.0,1563.15,1563.15,1164.892,188.026,40.743,78.025,151.331,-225.602,126.022
166253,2020-09-30,2020,NEWRF,651522302,NEWMAC RESOURCES INC,8.095,0.725,7.37,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329,,0.014,-0.161,-0.329,0.001
166262,2020-12-31,2020,ISESF,46431E101,ISHARES S&P/TSX CAPPED MAT,,,,,,,,,,,,,,,,,
166265,2020-12-31,2020,AXU,01535P106,ALEXCO RESOURCE CORP,171.667,26.335,145.332,145.332,0.0,0.0,0.0,0.0,2.866,2.866,5.563,16.566,,16.974,-15.703,-38.57,3.105
166270,2020-02-29,2019,ALB.,01674P107,ALLBANC SPLIT CORP II,32.547,11.051,21.496,21.496,0.0,0.0,0.0,0.0,1.693,1.693,0.47,,,0.0,1.474,-1.022,0.0
166272,2020-12-31,2020,ABCAF,046826103,ATHABASCA MINERALS INC,18.543,5.358,13.185,13.185,0.0,0.0,0.0,0.0,1.945,1.945,2.009,3.553,,0.019,-2.039,-3.531,0.527
166286,2020-09-30,2020,SNNGF,69354U100,PPX MINING CORP,13.35,13.995,-0.645,-0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.938,,0.46,-0.718,-3.799,0.043
166368,2020-12-31,2020,CODI,20451Q104,COMPASS DIVERSIFIED HOLDINGS,2598.518,1378.37,1100.024,796.106,83.541,315.0,315.0,303.918,1560.757,1560.757,958.722,401.181,3.0,30.764,148.625,22.68,96.889
166385,2020-12-31,2020,PAC,400506101,GRUPO AEROPORTUARIO DEL PACI,2561.782,1421.937,1086.977,1086.977,32.694,0.0,0.0,0.0,591.868,591.868,283.818,14.422,,157.619,177.892,98.202,99.774
166391,2020-10-31,2020,BTA.2,09250B103,BLACKROCK L-T MUNI ADV TRUST,,,,,,,,,,,,,,,,,
166430,2020-09-30,2020,USBC,499238202,USBC INC,4.682,6.597,-1.915,-1.918,0.0,0.003,0.003,0.003,0.122,0.122,0.07,6.635,2.034,0.07,-3.914,-13.563,0.243
166435,2020-12-31,2020,VNDA,921659108,VANDA PHARMACEUTICALS INC,533.456,80.19,453.266,453.266,0.0,0.0,0.0,0.0,248.168,248.168,21.978,196.087,55.577,1.795,51.775,23.337,2.864
166447,2020-09-30,2020,AVXL,032797300,ANAVEX LIFE SCIENCES CORP,34.542,7.306,27.236,27.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.089,25.232,0.0,-21.287,-26.28,0.0
166460,2020-12-31,2020,ASTI,043635804,ASCENT SOLAR TECH INC,7.372,27.564,-20.192,-20.192,0.0,0.0,0.0,0.0,0.067,0.067,2.369,,1.165,0.0,-2.881,1.617,0.152
166477,2020-12-31,2020,CESDF,15713J104,CES ENERGY SOLUTIONS CORP,857.888,402.225,455.663,455.663,2.322,0.0,0.0,0.0,888.047,888.047,664.456,147.701,,24.575,156.679,-222.903,75.511
166482,2020-09-30,2020,MWA,624758108,MUELLER WATER PRODUCTS INC,1395.0,754.3,640.7,640.7,99.8,0.0,0.0,0.0,964.1,964.1,578.1,198.4,15.0,67.7,140.3,72.0,57.8
166485,2020-12-31,2020,RHEP,75903M309,REGIONAL HEALTH PROPERTS INC,108.025,96.921,11.104,-51.319,0.0,70.288,79.297,62.423,17.579,17.579,8.093,4.298,0.0,0.45,1.295,-0.604,2.894
166491,2020-03-31,2019,IGC,45408X308,IGC PHARMA INC,28.984,2.447,26.537,26.537,0.0,0.0,0.0,0.0,4.072,4.072,3.947,6.845,1.011,4.389,-8.677,-7.315,0.144
166504,2020-12-31,2020,UURAF,90348V301,UCORE RARE METALS INC,46.696,5.283,41.413,41.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.889,0.125,0.236,-3.782,-5.526,0.095
166532,2020-12-31,2020,RPV,46137V258,INVESCO S&P 500 PURE VLU ETF,,,,,,,,,,,,,,,,,
166533,2020-12-31,2020,RPG,46137V266,INVESCO S&P 500 PURE GTH ETF,,,,,,,,,,,,,,,,,
166534,2020-12-31,2020,RFV,46137V191,INVESCO S&P MIDCAP 400 ETF,,,,,,,,,,,,,,,,,
166535,2020-12-31,2020,RFG,46137V217,INVESCO S&P MC 400 P GTH ETF,,,,,,,,,,,,,,,,,
166536,2020-12-31,2020,RZV,46137V167,INVESCO S&P S 600 PURE V ETF,,,,,,,,,,,,,,,,,
166537,2020-12-31,2020,RZG,46137V175,INVESCO S&P SC 600 GWTH ETF,,,,,,,,,,,,,,,,,
166555,2020-12-31,2020,ATEC,02081G201,ALPHATEC HOLDINGS INC,261.223,107.74,153.483,129.88,,29.871,29.871,23.603,144.861,144.861,32.099,156.453,18.745,23.131,-46.412,-78.994,10.949
166556,2020-12-31,2020,FFBB,20344D104,FFB BANCORP,871.895,803.348,68.547,68.547,,0.0,0.0,0.0,35.808,35.808,4.592,10.519,,0.106,27.258,11.512,0.159
166562,2020-12-31,2020,VG.3,92886T201,VONAGE HOLDINGS CORP,1395.836,793.062,602.774,602.774,0.0,0.0,0.0,0.0,1247.934,1247.934,553.523,573.093,81.484,10.571,83.88,-36.212,88.917
166563,2020-12-31,2020,DK,24665A103,DELEK US HOLDINGS INC,6134.1,5009.0,1006.7,1006.7,255.5,0.0,0.0,0.0,7301.8,7301.8,7399.6,239.8,,269.4,-282.9,-608.0,250.0
166580,2020-12-31,2020,FDL,336917109,FIRST TR MORNINGSTAR DIV LEA,,,,,,,,,,,,,,,,,
166582,2020-12-31,2020,AOREF,G54624203,AMERICAN OVERSEAS GROUP LTD,516.979,467.297,43.329,43.329,0.0,0.0,0.0,0.0,24.71,24.71,15.359,12.802,,0.0,-52.248,-5.01,0.0
166583,2020-12-31,2020,LUNA,550351100,LUNA INNOVATIONS INC,131.002,56.56,74.442,74.442,0.0,0.0,0.0,0.0,82.681,82.681,40.415,31.363,6.713,0.681,2.856,4.727,2.97
166591,2020-12-31,2020,CBLI.2,185860202,CLEVELAND BIOLABS INC,2.318,0.305,-2.96,-2.96,0.0,0.0,0.0,0.0,0.263,0.263,2.839,,0.691,0.0,-2.373,-2.398,0.011
166593,2020-12-31,2020,SNCR,87157B400,SYNCHRONOSS TECHNOLOGIES,482.255,188.832,280.923,43.282,1.875,243.1,243.1,237.641,291.67,291.67,122.458,156.34,77.043,0.885,-0.564,-10.702,42.672
166676,2020-12-31,2020,CROMF,227107109,CROMBIE REIT,4105.438,2627.132,1478.306,1478.306,0.0,0.0,0.0,0.0,392.383,392.383,212.039,20.534,0.0,1.399,-73.896,-71.889,
166711,2020-12-31,2020,SQBGQ,81734P206,SEQUENTIAL BRANDS GROUP INC,565.909,493.33,26.446,26.446,11.108,0.0,0.0,0.0,89.811,89.811,33.602,,,0.073,4.285,-88.144,21.566
166723,2020-12-31,2020,HBMD,442496105,HOWARD BANCORP INC,2537.991,2243.359,294.632,294.632,,0.0,0.0,0.0,98.722,98.722,22.606,34.032,,1.153,60.667,-16.991,5.152
166740,2020-12-31,2020,CETY,18452H305,CLEAN ENERGY TECHNOLOGIES,4.124,11.363,-7.239,-7.689,0.0,0.45,0.45,0.45,1.406,1.406,0.655,1.954,0.0,0.0,-1.431,-3.436,0.033
